LSOA21CD,LSOA21NM,borough_name,london_ring,population_total,household_total,IMD_Decile,children_pct,household_dependent_children_total,household_couple_with_dependent_children,household_lone_parent_with_dependent_children,caregiver_households_count,caregiver_household_intensity,lone_parent_intensity,care_need_score,care_walk_index,care_transit_index,care_transit_gain,care_mismatch_index,care_demand_group
E01000015,Barking and Dagenham 009A,Barking and Dagenham,Outer London,2421,831,2,28.2527881040892,413,191,149,413,49.6991576413959,17.9302045728039,68.3579156618011,22.3333333333333,53.5666666666667,31.2333333333333,46.0245823284677,High care-demand household intensity
E01000016,Barking and Dagenham 009B,Barking and Dagenham,Outer London,1852,627,3,24.4600431965443,287,137,90,287,45.7735247208932,14.3540669856459,59.582516407077,25.8,62.6666666666667,36.8666666666667,33.782516407077,High care-demand household intensity
E01000017,Barking and Dagenham 009C,Barking and Dagenham,Outer London,1724,598,2,24.4199535962877,239,128,67,239,39.9665551839465,11.2040133779264,51.4986910526925,20.6666666666667,58,37.3333333333333,30.8320243860258,High care-demand household intensity
E01000018,Barking and Dagenham 009D,Barking and Dagenham,Outer London,1773,644,2,23.7450648618161,268,136,86,268,41.6149068322981,13.3540372670807,54.7018127156435,22.4,55.0666666666667,32.6666666666667,32.3018127156435,High care-demand household intensity
E01000019,Barking and Dagenham 023A,Barking and Dagenham,Outer London,1659,498,2,28.9933694996986,267,145,70,267,53.6144578313253,14.0562248995984,68.1954648799882,32.8666666666667,52.8333333333333,19.9666666666667,35.3287982133215,High care-demand household intensity
E01000020,Barking and Dagenham 023B,Barking and Dagenham,Outer London,2192,663,2,26.6423357664234,311,208,54,311,46.9079939668175,8.1447963800905,55.4522569822273,24.9333333333333,52.6,27.6666666666667,30.518923648894,High care-demand household intensity
E01000021,Barking and Dagenham 008A,Barking and Dagenham,Outer London,1696,595,2,27.063679245283,272,156,73,272,45.7142857142857,12.2689075630252,58.7514544538938,37.8666666666667,57.9333333333333,20.0666666666667,20.8847877872271,High care-demand household intensity
E01000022,Barking and Dagenham 008B,Barking and Dagenham,Outer London,1479,477,2,26.0311020960108,217,112,55,217,45.4926624737946,11.5303983228512,57.3154228408998,25.3333333333333,50.6666666666667,25.3333333333333,31.9820895075664,High care-demand household intensity
E01000024,Barking and Dagenham 008D,Barking and Dagenham,Outer London,1484,462,3,24.5956873315364,208,105,54,208,45.021645021645,11.6883116883117,56.3593674377958,30.2666666666667,58.3666666666667,28.1,26.0927007711292,High care-demand household intensity
E01000025,Barking and Dagenham 008E,Barking and Dagenham,Outer London,1922,697,2,24.7138397502602,283,162,66,283,40.6025824964132,9.46915351506456,50.4586157661243,14.6,46.5666666666667,31.9666666666667,35.8586157661243,High care-demand household intensity
E01000027,Barking and Dagenham 001A,Barking and Dagenham,Outer London,2082,661,2,28.9145052833814,347,164,107,347,52.4962178517398,16.1875945537065,69.3275184768498,18,37,19,51.3275184768498,High care-demand household intensity
E01000028,Barking and Dagenham 001B,Barking and Dagenham,Outer London,1817,622,2,25.7567418822234,277,135,91,277,44.5337620578778,14.6302250803859,59.4491497050674,9.4,22,12.6,50.0491497050674,High care-demand household intensity
E01000029,Barking and Dagenham 001C,Barking and Dagenham,Outer London,1820,682,4,20.8791208791209,238,156,49,238,34.8973607038123,7.18475073313783,41.4367710811223,19.8,42.5666666666667,22.7666666666667,21.6367710811223,High care-demand household intensity
E01000030,Barking and Dagenham 001D,Barking and Dagenham,Outer London,2562,905,2,33.1381733021077,489,250,191,489,54.0331491712707,21.1049723756906,77.6236187238612,24.6,42.9333333333333,18.3333333333333,53.0236187238612,High care-demand household intensity
E01000031,Barking and Dagenham 002A,Barking and Dagenham,Outer London,1768,596,4,20.9841628959276,224,128,37,224,37.5838926174497,6.20805369127517,42.7979452041351,11.4,27.7,16.3,31.3979452041351,High care-demand household intensity
E01000032,Barking and Dagenham 002B,Barking and Dagenham,Outer London,2079,722,3,23.7614237614238,288,172,60,288,39.8891966759003,8.31024930747923,48.2266731981579,23.5333333333333,51.7666666666667,28.2333333333333,24.6933398648246,High care-demand household intensity
E01000033,Barking and Dagenham 006A,Barking and Dagenham,Outer London,1545,555,2,27.5080906148867,238,120,86,238,42.8828828828829,15.4954954954955,59.7788230703947,13.0666666666667,42.6666666666667,29.6,46.712156403728,High care-demand household intensity
E01000034,Barking and Dagenham 003A,Barking and Dagenham,Outer London,1574,517,2,19.5679796696315,185,98,53,185,35.7833655705996,10.2514506769826,44.5885594147321,13.4666666666667,38.4333333333333,24.9666666666667,31.1218927480654,High care-demand household intensity
E01000035,Barking and Dagenham 010A,Barking and Dagenham,Outer London,1859,594,4,21.624529316837,247,136,57,247,41.5824915824916,9.5959595959596,49.8815015830548,17.0666666666667,51.5333333333333,34.4666666666667,32.8148349163882,High care-demand household intensity
E01000036,Barking and Dagenham 010B,Barking and Dagenham,Outer London,1475,472,5,21.0169491525424,193,111,38,193,40.8898305084746,8.05084745762712,47.4542611887942,15.3333333333333,45.8666666666667,30.5333333333333,32.1209278554608,High care-demand household intensity
E01000037,Barking and Dagenham 003B,Barking and Dagenham,Outer London,1698,590,5,17.2555948174323,203,125,37,203,34.406779661017,6.27118644067797,38.3107219530664,13.4,36.6666666666667,23.2666666666667,24.9107219530664,High care-demand household intensity
E01000038,Barking and Dagenham 003C,Barking and Dagenham,Outer London,1616,560,5,20.3589108910891,206,131,33,206,36.7857142857143,5.89285714285714,41.4960283519007,19,47.7333333333333,28.7333333333333,22.4960283519007,High care-demand household intensity
E01000039,Barking and Dagenham 003D,Barking and Dagenham,Outer London,1753,645,4,22.6468910439247,241,142,55,241,37.3643410852713,8.52713178294574,45.7451435366443,14.2666666666667,36.3333333333333,22.0666666666667,31.4784768699777,High care-demand household intensity
E01000040,Barking and Dagenham 019A,Barking and Dagenham,Outer London,1878,656,2,25.0798722044728,295,170,72,295,44.969512195122,10.9756097560976,55.8466242967619,41.8666666666667,62.3333333333333,20.4666666666667,13.9799576300953,High care-demand household intensity
E01000041,Barking and Dagenham 017A,Barking and Dagenham,Outer London,1842,603,3,25.2442996742671,297,154,76,297,49.2537313432836,12.6036484245439,61.185198892961,35.4,62.2666666666667,26.8666666666667,25.785198892961,High care-demand household intensity
E01000042,Barking and Dagenham 017B,Barking and Dagenham,Outer London,1882,654,2,29.596174282678,297,155,98,297,45.4128440366972,14.9847094801223,62.4560587128642,25.5333333333333,51.8333333333333,26.3,36.9227253795308,High care-demand household intensity
E01000043,Barking and Dagenham 019B,Barking and Dagenham,Outer London,1539,469,3,20.7927225471085,197,106,40,197,42.0042643923241,8.52878464818763,48.7644475683431,28.6666666666667,56,27.3333333333333,20.0977809016764,High care-demand household intensity
E01000044,Barking and Dagenham 016D,Barking and Dagenham,Outer London,1988,659,3,24.2454728370221,295,167,58,295,44.7647951441578,8.80121396054628,53.0948143698051,48.4,64.8666666666667,16.4666666666667,4.69481436980513,High care-demand household intensity
E01000045,Barking and Dagenham 017C,Barking and Dagenham,Outer London,1723,576,2,25.5948926291352,264,147,72,264,45.8333333333333,12.5,58.3525580127459,38.6,67.7,29.1,19.7525580127459,High care-demand household intensity
E01000046,Barking and Dagenham 017D,Barking and Dagenham,Outer London,1958,662,3,25.8426966292135,297,154,82,297,44.8640483383686,12.3867069486405,57.5401082240493,23.1333333333333,53.1,29.9666666666667,34.4067748907159,High care-demand household intensity
E01000049,Barking and Dagenham 021C,Barking and Dagenham,Outer London,1972,577,2,31.2880324543611,316,150,111,316,54.7660311958406,19.2374350086655,75.4683328795336,45.6666666666667,63.1,17.4333333333333,29.8016662128669,High care-demand household intensity
E01000050,Barking and Dagenham 019C,Barking and Dagenham,Outer London,1842,628,2,25.7871878393051,278,147,74,278,44.2675159235669,11.7834394904459,56.4058889273944,55,68.5666666666667,13.5666666666667,1.40588892739437,High care-demand household intensity
E01000051,Barking and Dagenham 021D,Barking and Dagenham,Outer London,1107,433,2,28.9972899728997,184,121,54,184,42.4942263279446,12.4711316397229,57.1798611165216,57.6,69.6666666666667,12.0666666666667,-0.420138883478366,High care-demand household intensity
E01000052,Barking and Dagenham 019D,Barking and Dagenham,Outer London,2369,794,2,28.0709159983115,392,223,102,392,49.3702770780856,12.8463476070529,62.930238030869,42.0666666666667,61.3,19.2333333333333,20.8635713642023,High care-demand household intensity
E01000053,Barking and Dagenham 020A,Barking and Dagenham,Outer London,1621,648,2,25.1696483652067,244,113,89,244,37.6543209876543,13.7345679012346,52.426004023056,26.8666666666667,54.5666666666667,27.7,25.5593373563893,High care-demand household intensity
E01000054,Barking and Dagenham 018A,Barking and Dagenham,Outer London,1871,639,3,26.8305718866916,308,144,108,308,48.2003129890454,16.9014084507042,65.3551513094656,39.2666666666667,63.3333333333333,24.0666666666667,26.0884846427989,High care-demand household intensity
E01000055,Barking and Dagenham 018B,Barking and Dagenham,Outer London,1705,569,3,24.692082111437,255,127,78,255,44.8154657293497,13.7082601054482,58.2419471123369,21.2,47.6,26.4,37.0419471123369,High care-demand household intensity
E01000056,Barking and Dagenham 018C,Barking and Dagenham,Outer London,1701,566,2,25.5144032921811,260,137,81,260,45.9363957597173,14.3109540636042,60.2018332880331,33.6,53.9333333333333,20.3333333333333,26.6018332880331,High care-demand household intensity
E01000057,Barking and Dagenham 012A,Barking and Dagenham,Outer London,1549,530,3,25.9522272433828,259,115,95,259,48.8679245283019,17.9245283018868,66.5033789556111,37.7333333333333,63.6666666666667,25.9333333333333,28.7700456222778,High care-demand household intensity
E01000058,Barking and Dagenham 018D,Barking and Dagenham,Outer London,2137,698,3,25.4562470753393,323,161,99,323,46.2750716332378,14.1833810888252,60.3335251356584,33.4,63.7,30.3,26.9335251356584,High care-demand household intensity
E01000059,Barking and Dagenham 013C,Barking and Dagenham,Outer London,1709,571,3,24.1661790520772,238,111,71,238,41.6812609457093,12.4343257443082,54.0523563648832,31.6666666666667,62.0333333333333,30.3666666666667,22.3856896982165,High care-demand household intensity
E01000060,Barking and Dagenham 006B,Barking and Dagenham,Outer London,2180,814,2,28.8532110091743,346,158,130,346,42.5061425061425,15.970515970516,60.6000337189124,34.8666666666667,60.5,25.6333333333333,25.7333670522457,High care-demand household intensity
E01000061,Barking and Dagenham 006C,Barking and Dagenham,Outer London,1925,754,1,28.2077922077922,317,130,157,317,42.0424403183024,20.8222811671088,64.7128294978493,45.0666666666667,71.3333333333334,26.2666666666667,19.6461628311827,High care-demand household intensity
E01000062,Barking and Dagenham 006D,Barking and Dagenham,Outer London,2219,767,3,24.2000901306895,318,150,102,318,41.4602346805737,13.2985658409387,54.7414292467879,20.2,51.9,31.7,34.5414292467879,High care-demand household intensity
E01000063,Barking and Dagenham 004A,Barking and Dagenham,Outer London,1778,626,2,25.0843644544432,277,153,70,277,44.2492012779553,11.1821086261981,55.4428032132043,40.5333333333333,67.2666666666667,26.7333333333333,14.909469879871,High care-demand household intensity
E01000064,Barking and Dagenham 006E,Barking and Dagenham,Outer London,2298,792,2,24.4560487380331,334,173,98,334,42.1717171717172,12.3737373737374,54.5524912018555,15.6,49.0666666666667,33.4666666666667,38.9524912018555,High care-demand household intensity
E01000065,Barking and Dagenham 007A,Barking and Dagenham,Outer London,1982,786,2,22.452068617558,272,139,82,272,34.6055979643766,10.4325699745547,45.2020867421258,28.1333333333333,55.1,26.9666666666667,17.0687534087924,High care-demand household intensity
E01000066,Barking and Dagenham 011A,Barking and Dagenham,Outer London,2499,710,4,23.2092837134854,328,156,57,328,46.1971830985916,8.02816901408451,53.0267954252094,17.8,43.1666666666667,25.3666666666667,35.2267954252094,High care-demand household intensity
E01000067,Barking and Dagenham 011B,Barking and Dagenham,Outer London,2236,659,5,25.0894454382827,322,174,66,322,48.8619119878604,10.0151745068285,58.2002548199656,26.7333333333333,51.2666666666667,24.5333333333333,31.4669214866323,High care-demand household intensity
E01000068,Barking and Dagenham 016E,Barking and Dagenham,Outer London,1794,475,4,17.6142697881828,198,89,14,198,41.6842105263158,2.94736842105263,41.3601363869805,32.5333333333333,58.4666666666667,25.9333333333333,8.82680305364711,High care-demand household intensity
E01000069,Barking and Dagenham 011C,Barking and Dagenham,Outer London,2096,535,6,21.2309160305344,257,141,43,257,48.0373831775701,8.03738317757009,53.6150868453646,26.7333333333333,49.4333333333333,22.7,26.8817535120312,High care-demand household intensity
E01000070,Barking and Dagenham 011D,Barking and Dagenham,Outer London,2073,579,5,22.575976845152,252,137,31,252,43.5233160621762,5.35405872193437,47.7815536080021,44.1333333333333,66.9,22.7666666666667,3.64822027466875,High care-demand household intensity
E01000071,Barking and Dagenham 011E,Barking and Dagenham,Outer London,2603,805,5,23.5113330772186,367,206,56,367,45.5900621118013,6.95652173913044,51.595261511396,30.8666666666667,52.9333333333333,22.0666666666667,20.7285948447293,High care-demand household intensity
E01000072,Barking and Dagenham 017E,Barking and Dagenham,Outer London,2148,736,2,27.3743016759777,365,156,154,365,49.5923913043478,20.9239130434783,70.809270800644,24.3333333333333,49.7333333333333,25.4,46.4759374673106,High care-demand household intensity
E01000073,Barking and Dagenham 012B,Barking and Dagenham,Outer London,1846,665,2,26.3813651137595,299,157,91,299,44.9624060150376,13.6842105263158,59.1822181763686,33.2,57.8666666666667,24.6666666666667,25.9822181763686,High care-demand household intensity
E01000074,Barking and Dagenham 012C,Barking and Dagenham,Outer London,1759,626,2,27.003979533826,278,151,83,278,44.408945686901,13.258785942492,58.5984858776744,22.2666666666667,53.4666666666667,31.2,36.3318192110077,High care-demand household intensity
E01000075,Barking and Dagenham 012D,Barking and Dagenham,Outer London,2082,638,2,25.7444764649376,274,163,41,274,42.9467084639499,6.42633228840125,49.9334049982253,37.7333333333333,65.1666666666667,27.4333333333333,12.2000716648919,High care-demand household intensity
E01000076,Barking and Dagenham 012E,Barking and Dagenham,Outer London,2160,795,2,24.6296296296296,305,162,94,305,38.3647798742138,11.8238993710692,50.8598075679515,19.4,52.2,32.8,31.4598075679515,High care-demand household intensity
E01000077,Barking and Dagenham 008F,Barking and Dagenham,Outer London,1722,596,2,24.7967479674797,252,136,58,252,42.2818791946309,9.73154362416107,52.1865102474352,29.3333333333333,55.4333333333333,26.1,22.8531769141019,High care-demand household intensity
E01000078,Barking and Dagenham 007B,Barking and Dagenham,Outer London,1895,621,2,28.6543535620053,305,168,82,305,49.1143317230274,13.2045088566828,63.3592276443394,26.7333333333333,58.0333333333333,31.3,36.6258943110061,High care-demand household intensity
E01000079,Barking and Dagenham 009E,Barking and Dagenham,Outer London,1719,619,2,25.1890634089587,259,142,70,259,41.8416801292407,11.3085621970921,53.5767855422619,28.6,60.4,31.8,24.9767855422619,High care-demand household intensity
E01000080,Barking and Dagenham 007C,Barking and Dagenham,Outer London,1777,611,3,24.8733821046708,265,134,80,265,43.3715220949264,13.0932896890344,56.4943539407024,16.9333333333333,42.7666666666667,25.8333333333333,39.561020607369,High care-demand household intensity
E01000081,Barking and Dagenham 007D,Barking and Dagenham,Outer London,1972,653,3,23.7322515212982,296,171,65,296,45.3292496171516,9.95405819295559,54.465974675545,23.6,50.2333333333333,26.6333333333333,30.865974675545,High care-demand household intensity
E01000082,Barking and Dagenham 007E,Barking and Dagenham,Outer London,1916,699,3,24.5302713987474,275,153,83,275,39.3419170243205,11.8741058655222,51.6899235692449,22.8666666666667,51.8,28.9333333333333,28.8232569025782,High care-demand household intensity
E01000083,Barking and Dagenham 007F,Barking and Dagenham,Outer London,1919,633,2,27.9833246482543,302,154,93,302,47.7093206951027,14.6919431279621,63.3128910950176,17,49.1,32.1,46.3128910950176,High care-demand household intensity
E01000084,Barking and Dagenham 013D,Barking and Dagenham,Outer London,1440,499,2,24.7222222222222,211,107,62,211,42.2845691382766,12.4248496993988,54.8314193226241,61,79.9,18.9,-6.16858067737586,High care-demand household intensity
E01000085,Barking and Dagenham 013E,Barking and Dagenham,Outer London,1646,577,2,24.5443499392467,238,125,74,238,41.2478336221837,12.8249566724437,54.2609752781153,45.0666666666667,72.5333333333333,27.4666666666667,9.19430861144863,High care-demand household intensity
E01000086,Barking and Dagenham 013F,Barking and Dagenham,Outer London,1450,488,2,24.6896551724138,225,101,85,225,46.1065573770492,17.4180327868852,63.0277856191108,48.8666666666667,73.4333333333333,24.5666666666667,14.1611189524441,High care-demand household intensity
E01000087,Barking and Dagenham 020B,Barking and Dagenham,Outer London,1636,517,2,25.2444987775061,253,129,68,253,48.936170212766,13.1528046421663,61.4620789017073,40.4,65.5333333333333,25.1333333333333,21.0620789017073,High care-demand household intensity
E01000088,Barking and Dagenham 020C,Barking and Dagenham,Outer London,1975,603,3,27.2911392405063,301,150,89,301,49.9170812603649,14.759535655058,64.9104462223237,41.5333333333333,64.5,22.9666666666667,23.3771128889904,High care-demand household intensity
E01000089,Barking and Dagenham 020D,Barking and Dagenham,Outer London,1826,600,3,29.9014238773275,286,150,94,286,47.6666666666667,15.6666666666667,65.1996245520577,32.6,53.1,20.5,32.5996245520577,High care-demand household intensity
E01000090,Barking and Dagenham 020E,Barking and Dagenham,Outer London,1705,558,3,28.2697947214076,262,134,74,262,46.9534050179212,13.2616487455197,61.3904666350649,13.2,15.6,2.4,48.1904666350649,High care-demand household intensity
E01000091,Barking and Dagenham 022A,Barking and Dagenham,Outer London,2091,672,2,29.507412721186,344,171,111,344,51.1904761904762,16.5178571428571,68.842234941514,41.1333333333333,59.6333333333333,18.5,27.7089016081806,High care-demand household intensity
E01000093,Barking and Dagenham 022B,Barking and Dagenham,Outer London,1808,667,1,26.603982300885,273,129,103,273,40.9295352323838,15.4422788605697,57.6183090086523,38.2666666666667,56,17.7333333333333,19.3516423419856,High care-demand household intensity
E01000094,Barking and Dagenham 022C,Barking and Dagenham,Outer London,2461,843,3,31.0036570499797,475,249,168,475,56.3463819691578,19.9288256227758,77.3565403137356,29.4,51.0333333333333,21.6333333333333,47.9565403137356,High care-demand household intensity
E01000095,Barking and Dagenham 018E,Barking and Dagenham,Outer London,2250,737,3,32.8888888888889,405,216,134,405,54.9525101763908,18.1818181818182,75.3718880120578,8.4,18.0666666666667,9.66666666666667,66.9718880120578,High care-demand household intensity
E01000096,Barking and Dagenham 022D,Barking and Dagenham,Outer London,1661,487,2,33.2931968693558,299,160,95,299,61.3963039014374,19.5071868583162,82.3618947920883,15.7333333333333,37.9333333333333,22.2,66.628561458755,High care-demand household intensity
E01000097,Barking and Dagenham 023C,Barking and Dagenham,Outer London,1935,685,2,25.0645994832041,287,160,79,287,41.8978102189781,11.5328467153285,53.7857353569596,39.7333333333333,66,26.2666666666667,14.0524020236263,High care-demand household intensity
E01000098,Barking and Dagenham 023D,Barking and Dagenham,Outer London,1935,621,2,27.6485788113695,296,172,68,296,47.6650563607085,10.9500805152979,59.3860648575797,34.1333333333333,61.9333333333333,27.8,25.2527315242463,High care-demand household intensity
E01000099,Barking and Dagenham 023E,Barking and Dagenham,Outer London,2778,934,3,27.1418286537077,464,263,114,464,49.6788008565311,12.2055674518201,62.0929343033752,22.2666666666667,48.8333333333333,26.5666666666667,39.8262676367086,High care-demand household intensity
E01000100,Barking and Dagenham 004B,Barking and Dagenham,Outer London,1943,655,3,27.3803396809058,328,141,126,328,50.0763358778626,19.236641221374,69.5443920260037,28.4,53.2,24.8,41.1443920260037,High care-demand household intensity
E01000101,Barking and Dagenham 004C,Barking and Dagenham,Outer London,1703,582,2,23.6641221374046,254,141,59,254,43.6426116838488,10.1374570446735,53.1827221206553,38.9333333333333,63.2,24.2666666666667,14.2493887873219,High care-demand household intensity
E01000102,Barking and Dagenham 007G,Barking and Dagenham,Outer London,1783,629,2,27.369601794728,297,155,98,297,47.2178060413355,15.5802861685215,63.4744861347029,27.2666666666667,49.5333333333333,22.2666666666667,36.2078194680363,High care-demand household intensity
E01000103,Barking and Dagenham 014A,Barking and Dagenham,Outer London,1779,532,3,25.6323777403035,265,131,65,265,49.812030075188,12.218045112782,61.4683629248728,22.6,55.3666666666667,32.7666666666667,38.8683629248728,High care-demand household intensity
E01000104,Barking and Dagenham 014B,Barking and Dagenham,Outer London,1918,693,2,27.4244004171011,295,153,94,295,42.5685425685426,13.5642135642136,57.5488802032693,39.5333333333333,71.0333333333333,31.5,18.0155468699359,High care-demand household intensity
E01000105,Barking and Dagenham 014C,Barking and Dagenham,Outer London,2336,935,1,25.2568493150685,359,170,127,359,38.3957219251337,13.5828877005348,52.947835371174,47.4666666666667,74.7666666666667,27.3,5.48116870450737,High care-demand household intensity
E01000106,Barking and Dagenham 014D,Barking and Dagenham,Outer London,2207,873,2,28.5002265518804,377,173,147,377,43.184421534937,16.8384879725086,61.8640226374558,44.8,74.4,29.6,17.0640226374558,High care-demand household intensity
E01000107,Barking and Dagenham 010C,Barking and Dagenham,Outer London,1786,603,3,23.2922732362822,258,148,65,258,42.7860696517413,10.7794361525705,52.9095067788615,13.9333333333333,24.4666666666667,10.5333333333333,38.9761734455281,High care-demand household intensity
E01000108,Barking and Dagenham 010D,Barking and Dagenham,Outer London,1914,682,3,25.2873563218391,293,160,95,293,42.9618768328446,13.9296187683284,57.1843941569245,39.3333333333333,71.5,32.1666666666667,17.8510608235912,High care-demand household intensity
E01000110,Barking and Dagenham 002C,Barking and Dagenham,Outer London,1573,522,5,22.1233312142403,226,117,55,226,43.2950191570881,10.536398467433,52.5188902718882,32.6,59.1333333333333,26.5333333333333,19.9188902718882,High care-demand household intensity
E01000111,Barking and Dagenham 002D,Barking and Dagenham,Outer London,2159,749,3,25.0578971746179,318,142,96,318,42.456608811749,12.8170894526035,55.5345309859903,19.2666666666667,47.0666666666667,27.8,36.2678643193236,High care-demand household intensity
E01000112,Barking and Dagenham 002E,Barking and Dagenham,Outer London,1973,700,4,23.6188545362392,292,151,87,292,41.7142857142857,12.4285714285714,53.8026858994986,43.6666666666667,61.3,17.6333333333333,10.1360192328319,High care-demand household intensity
E01000113,Barking and Dagenham 002F,Barking and Dagenham,Outer London,1995,642,4,23.7092731829574,312,138,79,312,48.5981308411215,12.3052959501558,59.5689882209037,35.4,57.7666666666667,22.3666666666667,24.1689882209037,High care-demand household intensity
E01000114,Barking and Dagenham 004E,Barking and Dagenham,Outer London,2421,758,4,29.6158612143742,379,229,87,379,50,11.4775725593668,62.8707284795026,45.8,64.8333333333333,19.0333333333333,17.0707284795026,High care-demand household intensity
E01000115,Barnet 009A,Barnet,Outer London,1393,476,9,16.0086145010768,145,113,9,145,30.4621848739496,1.89075630252101,29.9840727937228,22.1333333333333,56.7666666666667,34.6333333333333,7.85073946038949,Low care-demand household intensity
E01000116,Barnet 009B,Barnet,Outer London,1748,617,9,22.1395881006865,228,180,28,228,36.9529983792545,4.53808752025932,41.1750092192046,25.3333333333333,53.6333333333333,28.3,15.8416758858713,High care-demand household intensity
E01000117,Barnet 010A,Barnet,Outer London,1733,695,8,19.33064050779,224,161,43,224,32.2302158273381,6.18705035971223,37.4103752791172,18.6,40.8333333333333,22.2333333333333,18.8103752791172,Low care-demand household intensity
E01000118,Barnet 010B,Barnet,Outer London,2050,751,8,19.8536585365854,273,193,35,273,36.3515312916112,4.66045272969374,39.6501951850558,25.4666666666667,55.6666666666667,30.2,14.1835285183891,High care-demand household intensity
E01000119,Barnet 009C,Barnet,Outer London,1797,628,7,18.3639398998331,229,148,41,229,36.4649681528662,6.52866242038217,40.86495598867,22.8,52.7333333333333,29.9333333333333,18.06495598867,High care-demand household intensity
E01000120,Barnet 009D,Barnet,Outer London,1496,498,10,18.1149732620321,186,142,18,186,37.3493975903614,3.6144578313253,38.5926323883855,25.0666666666667,56.8,31.7333333333333,13.5259657217188,High care-demand household intensity
E01000121,Barnet 010C,Barnet,Outer London,1478,524,2,18.2002706359946,197,111,64,197,37.5954198473282,12.2137404580153,47.3995903782332,24.2,51.6,27.4,23.1995903782332,High care-demand household intensity
E01000122,Barnet 009E,Barnet,Outer London,1510,520,8,20.3311258278146,211,154,29,211,40.5769230769231,5.57692307692308,44.386424207033,20.2,49.2333333333333,29.0333333333333,24.186424207033,High care-demand household intensity
E01000123,Barnet 010D,Barnet,Outer London,1762,732,8,19.0692395005675,216,138,51,216,29.5081967213115,6.9672131147541,35.7458365602575,11.2,44.8,33.6,24.5458365602575,Low care-demand household intensity
E01000124,Barnet 010E,Barnet,Outer London,1865,793,4,21.5013404825737,251,135,81,251,31.6519546027743,10.2143757881463,42.0050659810797,42.2,72.1666666666667,29.9666666666667,-0.194934018920264,Low care-demand household intensity
E01000126,Barnet 026A,Barnet,Outer London,2272,770,2,20.2464788732394,283,150,77,283,36.7532467532468,10,45.4989269209265,26.0666666666667,59.1666666666667,33.1,19.4322602542599,High care-demand household intensity
E01000127,Barnet 024B,Barnet,Outer London,1556,515,3,23.2005141388175,206,94,51,206,40,9.90291262135922,49.6266004652762,29.4,60.9666666666667,31.5666666666667,20.2266004652762,High care-demand household intensity
