LSOA21CD,LSOA21NM,population_total,children_pct,older_adults_pct,IMD_Source,borough_name,london_ring,caregiver_household_intensity,care_need_score,care_walk_index,care_transit_index,children_walk_index,older_walk_index,imd_status
E01000078,Barking and Dagenham 007B,1895,28.6543535620053,7.65171503957784,direct_2011_lsoa_code,Barking and Dagenham,Outer London,49.1143317230274,63.3592276443394,26.7333333333333,58.0333333333333,31.8666666666667,16.6,Matched IMD
E01000079,Barking and Dagenham 009E,1719,25.1890634089587,11.2274578243165,direct_2011_lsoa_code,Barking and Dagenham,Outer London,41.8416801292407,53.5767855422619,28.6,60.4,32,16.7333333333333,Matched IMD
E01000080,Barking and Dagenham 007C,1777,24.8733821046708,6.75295441755768,direct_2011_lsoa_code,Barking and Dagenham,Outer London,43.3715220949264,56.4943539407024,16.9333333333333,42.7666666666667,18,16.2666666666667,Matched IMD
E01000081,Barking and Dagenham 007D,1972,23.7322515212982,8.36713995943205,direct_2011_lsoa_code,Barking and Dagenham,Outer London,45.3292496171516,54.465974675545,23.6,50.2333333333333,30.9333333333333,19.0666666666667,Matched IMD
E01000082,Barking and Dagenham 007E,1916,24.5302713987474,8.97703549060543,direct_2011_lsoa_code,Barking and Dagenham,Outer London,39.3419170243205,51.6899235692449,22.8666666666667,51.8,26.8,21.4,Matched IMD
E01000083,Barking and Dagenham 007F,1919,27.9833246482543,8.80667014069828,direct_2011_lsoa_code,Barking and Dagenham,Outer London,47.7093206951027,63.3128910950176,17,49.1,16.6666666666667,10.3333333333333,Matched IMD
E01000084,Barking and Dagenham 013D,1440,24.7222222222222,10.2777777777778,direct_2011_lsoa_code,Barking and Dagenham,Outer London,42.2845691382766,54.8314193226241,61,79.9,60.6666666666667,65.4666666666667,Matched IMD
E01000085,Barking and Dagenham 013E,1646,24.5443499392467,10.5103280680437,direct_2011_lsoa_code,Barking and Dagenham,Outer London,41.2478336221837,54.2609752781153,45.0666666666667,72.5333333333333,48.5333333333334,47.4,Matched IMD
E01000086,Barking and Dagenham 013F,1450,24.6896551724138,10.6896551724138,direct_2011_lsoa_code,Barking and Dagenham,Outer London,46.1065573770492,63.0277856191108,48.8666666666667,73.4333333333333,61.7333333333333,48.5333333333333,Matched IMD
E01000087,Barking and Dagenham 020B,1636,25.2444987775061,8.49633251833741,direct_2011_lsoa_code,Barking and Dagenham,Outer London,48.936170212766,61.4620789017073,40.4,65.5333333333333,49.0666666666667,38,Matched IMD
E01000088,Barking and Dagenham 020C,1975,27.2911392405063,11.746835443038,direct_2011_lsoa_code,Barking and Dagenham,Outer London,49.9170812603649,64.9104462223237,41.5333333333333,64.5,55.6,48.7333333333333,Matched IMD
E01000089,Barking and Dagenham 020D,1826,29.9014238773275,8.32420591456736,direct_2011_lsoa_code,Barking and Dagenham,Outer London,47.6666666666667,65.1996245520577,32.6,53.1,38,34.7333333333333,Matched IMD
E01000090,Barking and Dagenham 020E,1705,28.2697947214076,8.68035190615836,direct_2011_lsoa_code,Barking and Dagenham,Outer London,46.9534050179212,61.3904666350649,13.2,15.6,7.33333333333334,10.2666666666667,Matched IMD
E01000091,Barking and Dagenham 022A,2091,29.507412721186,6.2649450023912,direct_2011_lsoa_code,Barking and Dagenham,Outer London,51.1904761904762,68.842234941514,41.1333333333333,59.6333333333333,48.9333333333333,31.2666666666667,Matched IMD
E01000093,Barking and Dagenham 022B,1808,26.603982300885,6.52654867256637,direct_2011_lsoa_code,Barking and Dagenham,Outer London,40.9295352323838,57.6183090086523,38.2666666666667,56,47.0666666666667,32.9333333333333,Matched IMD
E01000094,Barking and Dagenham 022C,2461,31.0036570499797,2.31613165379927,direct_2011_lsoa_code,Barking and Dagenham,Outer London,56.3463819691578,77.3565403137356,29.4,51.0333333333333,31.6,22.4,Matched IMD
E01000095,Barking and Dagenham 018E,2250,32.8888888888889,5.86666666666667,direct_2011_lsoa_code,Barking and Dagenham,Outer London,54.9525101763908,75.3718880120578,8.4,18.0666666666667,4.66666666666667,6.53333333333333,Matched IMD
E01000096,Barking and Dagenham 022D,1661,33.2931968693558,5.23780854906683,direct_2011_lsoa_code,Barking and Dagenham,Outer London,61.3963039014374,82.3618947920883,15.7333333333333,37.9333333333333,9.6,12,Matched IMD
E01000097,Barking and Dagenham 023C,1935,25.0645994832041,11.1111111111111,direct_2011_lsoa_code,Barking and Dagenham,Outer London,41.8978102189781,53.7857353569596,39.7333333333333,66,46.1333333333333,38.9333333333333,Matched IMD
E01000098,Barking and Dagenham 023D,1935,27.6485788113695,8.63049095607235,direct_2011_lsoa_code,Barking and Dagenham,Outer London,47.6650563607085,59.3860648575797,34.1333333333333,61.9333333333333,39.7333333333333,34.2666666666667,Matched IMD
E01000099,Barking and Dagenham 023E,2778,27.1418286537077,5.90352771778258,direct_2011_lsoa_code,Barking and Dagenham,Outer London,49.6788008565311,62.0929343033752,22.2666666666667,48.8333333333333,26.8,26.2666666666667,Matched IMD
E01000100,Barking and Dagenham 004B,1943,27.3803396809058,8.33762223365929,direct_2011_lsoa_code,Barking and Dagenham,Outer London,50.0763358778626,69.5443920260037,28.4,53.2,38.5333333333333,24.9333333333333,Matched IMD
E01000101,Barking and Dagenham 004C,1703,23.6641221374046,10.4521432765708,direct_2011_lsoa_code,Barking and Dagenham,Outer London,43.6426116838488,53.1827221206553,38.9333333333333,63.2,36.4,38.9333333333333,Matched IMD
E01000102,Barking and Dagenham 007G,1783,27.369601794728,9.59057767807067,direct_2011_lsoa_code,Barking and Dagenham,Outer London,47.2178060413355,63.4744861347029,27.2666666666667,49.5333333333333,39.7333333333333,26.2,Matched IMD
E01000103,Barking and Dagenham 014A,1779,25.6323777403035,7.92580101180438,direct_2011_lsoa_code,Barking and Dagenham,Outer London,49.812030075188,61.4683629248728,22.6,55.3666666666667,38,20.2,Matched IMD
E01000104,Barking and Dagenham 014B,1918,27.4244004171011,7.66423357664234,direct_2011_lsoa_code,Barking and Dagenham,Outer London,42.5685425685426,57.5488802032693,39.5333333333333,71.0333333333333,34.2666666666667,37.7333333333333,Matched IMD
E01000105,Barking and Dagenham 014C,2336,25.2568493150685,9.76027397260274,direct_2011_lsoa_code,Barking and Dagenham,Outer London,38.3957219251337,52.947835371174,47.4666666666667,74.7666666666667,51.8666666666667,52.6,Matched IMD
E01000106,Barking and Dagenham 014D,2207,28.5002265518804,9.46986859990938,direct_2011_lsoa_code,Barking and Dagenham,Outer London,43.184421534937,61.8640226374558,44.8,74.4,43.0666666666667,60.4666666666667,Matched IMD
E01000107,Barking and Dagenham 010C,1786,23.2922732362822,15.5095184770437,direct_2011_lsoa_code,Barking and Dagenham,Outer London,42.7860696517413,52.9095067788615,13.9333333333333,24.4666666666667,28.6666666666667,15,Matched IMD
E01000108,Barking and Dagenham 010D,1914,25.2873563218391,10.5538140020899,direct_2011_lsoa_code,Barking and Dagenham,Outer London,42.9618768328446,57.1843941569245,39.3333333333333,71.5,26.9333333333333,34.5333333333333,Matched IMD
E01000110,Barking and Dagenham 002C,1573,22.1233312142403,11.1888111888112,direct_2011_lsoa_code,Barking and Dagenham,Outer London,43.2950191570881,52.5188902718882,32.6,59.1333333333333,30.2666666666667,34.8666666666667,Matched IMD
E01000111,Barking and Dagenham 002D,2159,25.0578971746179,11.2552107457156,direct_2011_lsoa_code,Barking and Dagenham,Outer London,42.456608811749,55.5345309859903,19.2666666666667,47.0666666666667,18.4,21.8,Matched IMD
E01000112,Barking and Dagenham 002E,1973,23.6188545362392,8.61632032437912,direct_2011_lsoa_code,Barking and Dagenham,Outer London,41.7142857142857,53.8026858994986,43.6666666666667,61.3,46.6666666666667,47.7333333333334,Matched IMD
E01000113,Barking and Dagenham 002F,1995,23.7092731829574,8.82205513784461,direct_2011_lsoa_code,Barking and Dagenham,Outer London,48.5981308411215,59.5689882209037,35.4,57.7666666666667,27.4666666666667,35.5333333333333,Matched IMD
E01000114,Barking and Dagenham 004E,2421,29.6158612143742,8.09582817017761,direct_2011_lsoa_code,Barking and Dagenham,Outer London,50,62.8707284795026,45.8,64.8333333333333,46,52.2666666666667,Matched IMD
E01000115,Barnet 009A,1393,16.0086145010768,22.4694903086863,direct_2011_lsoa_code,Barnet,Outer London,30.4621848739496,29.9840727937228,22.1333333333333,56.7666666666667,26.6666666666667,18,Matched IMD
E01000116,Barnet 009B,1748,22.1395881006865,18.0205949656751,direct_2011_lsoa_code,Barnet,Outer London,36.9529983792545,41.1750092192046,25.3333333333333,53.6333333333333,36,21.6,Matched IMD
E01000117,Barnet 010A,1733,19.33064050779,20.7732256203116,direct_2011_lsoa_code,Barnet,Outer London,32.2302158273381,37.4103752791172,18.6,40.8333333333333,23.3333333333333,9.26666666666667,Matched IMD
E01000118,Barnet 010B,2050,19.8536585365854,16,direct_2011_lsoa_code,Barnet,Outer London,36.3515312916112,39.6501951850558,25.4666666666667,55.6666666666667,28,19.6,Matched IMD
E01000119,Barnet 009C,1797,18.3639398998331,19.0317195325543,direct_2011_lsoa_code,Barnet,Outer London,36.4649681528662,40.86495598867,22.8,52.7333333333333,26.5333333333333,12.1333333333333,Matched IMD
E01000120,Barnet 009D,1496,18.1149732620321,20.0534759358289,direct_2011_lsoa_code,Barnet,Outer London,37.3493975903614,38.5926323883855,25.0666666666667,56.8,31.0666666666667,19.6,Matched IMD
E01000121,Barnet 010C,1478,18.2002706359946,12.3815967523681,direct_2011_lsoa_code,Barnet,Outer London,37.5954198473282,47.3995903782332,24.2,51.6,24,21,Matched IMD
E01000122,Barnet 009E,1510,20.3311258278146,17.3509933774834,direct_2011_lsoa_code,Barnet,Outer London,40.5769230769231,44.386424207033,20.2,49.2333333333333,21.3333333333333,11.6666666666667,Matched IMD
E01000123,Barnet 010D,1762,19.0692395005675,13.2236095346198,direct_2011_lsoa_code,Barnet,Outer London,29.5081967213115,35.7458365602575,11.2,44.8,9.33333333333333,10.6666666666667,Matched IMD
E01000124,Barnet 010E,1865,21.5013404825737,10.9383378016086,direct_2011_lsoa_code,Barnet,Outer London,31.6519546027743,42.0050659810797,42.2,72.1666666666667,44.2666666666667,37.4,Matched IMD
E01000126,Barnet 026A,2272,20.2464788732394,6.5580985915493,direct_2011_lsoa_code,Barnet,Outer London,36.7532467532468,45.4989269209265,26.0666666666667,59.1666666666667,30,22.6,Matched IMD
E01000127,Barnet 024B,1556,23.2005141388175,10.6041131105398,direct_2011_lsoa_code,Barnet,Outer London,40,49.6266004652762,29.4,60.9666666666667,37.8666666666667,26.2666666666667,Matched IMD
E01000128,Barnet 024C,2051,21.5992198927353,10.580204778157,direct_2011_lsoa_code,Barnet,Outer London,40.2496099843994,46.1747502069278,33.9333333333333,64.2333333333333,39.7333333333333,25.5333333333333,Matched IMD
E01000129,Barnet 024D,1602,21.2858926342072,11.6729088639201,direct_2011_lsoa_code,Barnet,Outer London,35.7267950963222,47.3917861370946,59.3333333333333,81.4,56.1333333333333,43.8,Matched IMD
E01000130,Barnet 021A,1937,21.0118740320083,10.1703665462055,direct_2011_lsoa_code,Barnet,Outer London,36.6261398176292,46.8600477661896,20.6,55.4,24.6666666666667,13.9333333333333,Matched IMD
E01000131,Barnet 024E,2023,20.7612456747405,12.9016312407316,direct_2011_lsoa_code,Barnet,Outer London,37.1308016877637,47.6005381469965,31.9333333333333,63.5,33.8666666666667,36,Matched IMD
E01000132,Barnet 021B,1620,25.4320987654321,7.03703703703704,direct_2011_lsoa_code,Barnet,Outer London,46.7326732673267,59.6015754841515,26.8,54.2333333333333,38.6666666666667,20.9333333333333,Matched IMD
